ReportingArea,MMWR Year,MMWR Week,"Tuberculosis, Current week","Tuberculosis, Current week, flag","Tuberculosis, Previous 52 weeks Max†","Tuberculosis, Previous 52 weeks Max†, flag","Tuberculosis, Cum 2020†","Tuberculosis, Cum 2020†, flag","Tuberculosis, Cum 2019†","Tuberculosis, Cum 2019†, flag","Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2020†","Tularemia, Cum 2020†, flag","Tularemia, Cum 2019†","Tularemia, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
DISTRICT OF COLUMBIA,2020,19,,-,3,,9,,10,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201930,POINT (-77.016275 38.904785)
NEW ENGLAND,2020,19,1,,9,,69,,104,,,-,2,,,-,,-,,NEW ENGLAND,20201902,
RHODE ISLAND,2020,19,,-,2,,4,,5,,,-,0,,,-,,-,RHODE ISLAND,,20201907,POINT (-71.534637 41.572574)
DELAWARE,2020,19,,-,4,,2,,5,,,-,0,,,-,,-,DELAWARE,,20201929,POINT (-75.452394 38.994926)
ALABAMA,2020,19,,-,8,,20,,21,,,-,1,,,-,1,,ALABAMA,,20201939,POINT (-86.844516 32.756889)
KANSAS,2020,19,,-,8,,,-,8,,,-,3,,1,,2,,KANSAS,,20201922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,19,4,,29,,56,,31,,,-,1,,,-,,-,NORTH CAROLINA,,20201934,POINT (-79.130883 35.52603)
NEW JERSEY,2020,19,1,,39,,47,,103,,,-,1,,,-,,-,NEW JERSEY,,20201910,POINT (-74.655514 40.110253)
NEW MEXICO,2020,19,,-,4,,8,,11,,,-,1,,,-,2,,NEW MEXICO,,20201954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,19,1,,62,,154,,241,,,-,1,,1,,,-,,EAST NORTH CENTRAL,20201914,
TENNESSEE,2020,19,3,,6,,45,,37,,,-,2,,,-,1,,TENNESSEE,,20201942,POINT (-86.343226 35.842998)
CONNECTICUT,2020,19,,-,4,,20,,20,,,-,0,,,-,,-,CONNECTICUT,,20201903,POINT (-72.738288 41.575155)
MARYLAND,2020,19,,-,15,,38,,52,,,-,1,,,-,,-,MARYLAND,,20201933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,19,,-,11,,6,,26,,,-,0,,,-,,-,SOUTH CAROLINA,,20201935,POINT (-80.864614 33.878572)
OKLAHOMA,2020,19,,-,4,,15,,24,,,-,5,,1,,3,,OKLAHOMA,,20201946,POINT (-97.508297 35.583449)
OHIO,2020,19,,-,19,,26,,36,,,-,0,,,-,,-,OHIO,,20201918,POINT (-82.70936 40.415534)
MINNESOTA,2020,19,5,,27,,41,,38,,,-,1,,,-,,-,MINNESOTA,,20201923,POINT (-94.198308 46.349153)
LOUISIANA,2020,19,3,,7,,39,,21,,,-,0,,,-,,-,LOUISIANA,,20201945,POINT (-91.840238 30.921314)
SOUTH ATLANTIC,2020,19,7,,90,,361,,475,,,-,1,,1,,,-,,SOUTH ATLANTIC,20201928,
PENNSYLVANIA,2020,19,6,,10,,55,,60,,,-,1,,,-,1,,PENNSYLVANIA,,20201913,POINT (-77.838886 40.896694)
UTAH,2020,19,,-,3,,12,,10,,,-,0,,,-,,-,UTAH,,20201955,POINT (-111.678222 39.323779)
COLORADO,2020,19,,-,6,,11,,20,,,-,1,,,-,1,,COLORADO,,20201950,POINT (-105.547832 38.998552)
VERMONT,2020,19,,-,1,,,-,2,,,-,0,,,-,,-,VERMONT,,20201908,POINT (-72.662695 44.075252)
KENTUCKY,2020,19,2,,5,,19,,22,,,-,2,,,-,2,,KENTUCKY,,20201940,POINT (-85.290484 37.526683)
MAINE,2020,19,,-,3,,5,,7,,,-,1,,,-,,-,MAINE,,20201904,POINT (-69.06137 45.117911)
VIRGINIA,2020,19,,-,28,,41,,48,,,-,1,,1,,,-,VIRGINIA,,20201936,POINT (-78.666382 37.510861)
ARIZONA,2020,19,,-,6,,,-,68,,,-,1,,1,,,-,ARIZONA,,20201949,POINT (-111.664616 34.293239)
WISCONSIN,2020,19,,-,4,,13,,15,,,-,1,,,-,,-,WISCONSIN,,20201919,POINT (-89.732969 44.639954)
IDAHO,2020,19,,-,2,,5,,3,,,-,0,,,-,,-,IDAHO,,20201951,POINT (-114.659366 44.389073)
MICHIGAN,2020,19,1,,9,,29,,38,,,-,1,,,-,,-,MICHIGAN,,20201917,POINT (-85.730977 44.874798)
GEORGIA,2020,19,,-,26,,73,,85,,,-,1,,,-,,-,GEORGIA,,20201932,POINT (-83.426574 32.638481)
TOTAL,2020,17,25,,293,,1708,,2525,,,-,22,,12,,25,,,TOTAL,20201770,
US RESIDENTS,2020,17,25,,290,,1675,,2473,,,-,22,,12,,25,,,US RESIDENTS,20201701,
NEW HAMPSHIRE,2020,17,,-,2,,,-,4,,,-,1,,,-,,-,NEW HAMPSHIRE,,20201706,POINT (-71.57139 43.680429)
NEW YORK,2020,17,1,,16,,53,,56,,,-,1,,,-,,-,NEW YORK,,20201711,POINT (-75.59655 42.921241)
PACIFIC,2020,17,3,,77,,440,,758,,,-,1,,,-,2,,,PACIFIC,20201757,
WEST SOUTH CENTRAL,2020,17,3,,41,,241,,426,,,-,12,,4,,11,,,WEST SOUTH CENTRAL,20201743,
NEBRASKA,2020,17,,-,2,,3,,2,,,-,3,,,-,3,,NEBRASKA,,20201725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,17,2,,14,,89,,87,,,-,3,,,-,4,,,EAST SOUTH CENTRAL,20201738,
NORTH DAKOTA,2020,17,,-,3,,5,,7,,,-,2,,,-,,-,NORTH DAKOTA,,20201726,POINT (-100.46931 47.446305)
NEVADA,2020,17,,-,5,,13,,15,,,-,0,,,-,,-,NEVADA,,20201753,POINT (-114.916992 39.283294)
ILLINOIS,2020,17,,-,54,,46,,77,,,-,1,,1,,,-,ILLINOIS,,20201715,POINT (-89.148632 40.124144)
IOWA,2020,17,,-,4,,,-,7,,,-,1,,,-,,-,IOWA,,20201721,POINT (-93.500061 42.074659)
TEXAS,2020,17,,-,34,,181,,351,,,-,0,,,-,,-,TEXAS,,20201747,POINT (-99.317341 31.447238)
ALASKA,2020,17,,-,6,,8,,15,,,-,0,,,-,,-,ALASKA,,20201758,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,17,,-,3,,9,,10,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201730,POINT (-77.016275 38.904785)
WASHINGTON,2020,17,,-,10,,41,,73,,,-,1,,,-,,-,WASHINGTON,,20201762,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,17,,-,9,,62,,93,,,-,2,,,-,,-,,NEW ENGLAND,20201702,
RHODE ISLAND,2020,17,,-,2,,4,,5,,,-,0,,,-,,-,RHODE ISLAND,,20201707,POINT (-71.534637 41.572574)
OREGON,2020,17,,-,5,,18,,18,,,-,1,,,-,2,,OREGON,,20201761,POINT (-120.605279 43.940449)
DELAWARE,2020,17,,-,4,,2,,2,,,-,0,,,-,,-,DELAWARE,,20201729,POINT (-75.452394 38.994926)
ALABAMA,2020,17,,-,8,,20,,20,,,-,1,,,-,1,,ALABAMA,,20201739,POINT (-86.844516 32.756889)
KANSAS,2020,17,,-,8,,,-,6,,,-,3,,1,,,-,KANSAS,,20201722,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,17,6,,29,,42,,24,,,-,1,,,-,,-,NORTH CAROLINA,,20201734,POINT (-79.130883 35.52603)
GUAM,2020,17,,-,6,,20,,25,,,-,0,,,-,,-,GUAM,,20201766,POINT (144.653198 13.3532)
NEW JERSEY,2020,17,3,,39,,42,,94,,,-,1,,,-,,-,NEW JERSEY,,20201710,POINT (-74.655514 40.110253)
NEW MEXICO,2020,17,,-,4,,8,,11,,,-,1,,,-,1,,NEW MEXICO,,20201754,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,17,2,,62,,143,,191,,,-,1,,1,,,-,,EAST NORTH CENTRAL,20201714,
TENNESSEE,2020,17,1,,6,,43,,32,,,-,2,,,-,1,,TENNESSEE,,20201742,POINT (-86.343226 35.842998)
CONNECTICUT,2020,17,,-,4,,15,,18,,,-,0,,,-,,-,CONNECTICUT,,20201703,POINT (-72.738288 41.575155)
MARYLAND,2020,17,,-,15,,35,,43,,,-,1,,,-,,-,MARYLAND,,20201733,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,17,,-,11,,6,,21,,,-,0,,,-,,-,SOUTH CAROLINA,,20201735,POINT (-80.864614 33.878572)
OKLAHOMA,2020,17,1,,4,,15,,23,,,-,5,,1,,1,,OKLAHOMA,,20201746,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,17,,-,3,,7,,18,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201765,POINT (145.725693 15.1834)
OHIO,2020,17,,-,19,,26,,34,,,-,0,,,-,,-,OHIO,,20201718,POINT (-82.70936 40.415534)
MINNESOTA,2020,17,1,,27,,31,,31,,,-,1,,,-,,-,MINNESOTA,,20201723,POINT (-94.198308 46.349153)
LOUISIANA,2020,17,2,,7,,35,,21,,,-,0,,,-,,-,LOUISIANA,,20201745,POINT (-91.840238 30.921314)
HAWAII,2020,17,,-,4,,22,,32,,,-,0,,,-,,-,HAWAII,,20201760,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,17,7,,90,,322,,371,,,-,1,,1,,,-,,SOUTH ATLANTIC,20201728,
PENNSYLVANIA,2020,17,1,,10,,45,,54,,,-,1,,,-,1,,PENNSYLVANIA,,20201713,POINT (-77.838886 40.896694)
UTAH,2020,17,,-,3,,12,,7,,,-,0,,,-,,-,UTAH,,20201755,POINT (-111.678222 39.323779)
COLORADO,2020,17,,-,6,,11,,17,,,-,1,,,-,1,,COLORADO,,20201750,POINT (-105.547832 38.998552)
VERMONT,2020,17,,-,1,,,-,2,,,-,0,,,-,,-,VERMONT,,20201708,POINT (-72.662695 44.075252)
KENTUCKY,2020,17,1,,5,,16,,18,,,-,2,,,-,2,,KENTUCKY,,20201740,POINT (-85.290484 37.526683)
PUERTO RICO,2020,17,,-,3,,6,,8,,,-,0,,,-,,-,PUERTO RICO,,20201767,POINT (-66.414655 18.215692)
MAINE,2020,17,,-,3,,5,,6,,,-,1,,,-,,-,MAINE,,20201704,POINT (-69.06137 45.117911)
VIRGINIA,2020,17,1,,28,,38,,28,,,-,1,,1,,,-,VIRGINIA,,20201736,POINT (-78.666382 37.510861)
ARIZONA,2020,17,,-,7,,,-,57,,,-,1,,1,,,-,ARIZONA,,20201749,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,17,,-,0,,,-,1,,,-,0,,,-,,-,,AMERICAN SAMOA,20201764,
WISCONSIN,2020,17,,-,4,,13,,15,,,-,1,,,-,,-,WISCONSIN,,20201719,POINT (-89.732969 44.639954)
IDAHO,2020,17,,-,2,,4,,3,,,-,0,,,-,,-,IDAHO,,20201751,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201768,POINT (-64.840836 18.060868)
MICHIGAN,2020,17,,-,9,,26,,34,,,-,1,,,-,,-,MICHIGAN,,20201717,POINT (-85.730977 44.874798)
GEORGIA,2020,17,,-,32,,71,,53,,,-,0,,,-,,-,GEORGIA,,20201732,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,17,,-,1,,,-,3,,,-,0,,,-,,-,,NEW YORK CITY,20201712,
ARKANSAS,2020,17,,-,3,,10,,31,,,-,9,,3,,10,,ARKANSAS,,20201744,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,17,,-,6,,10,,17,,,-,1,,,-,,-,MISSISSIPPI,,20201741,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,17,,-,2,,9,,4,,,-,3,,,-,1,,SOUTH DAKOTA,,20201727,POINT (-100.230491 44.43614)
WYOMING,2020,17,,-,1,,,-,1,,,-,1,,,-,,-,WYOMING,,20201756,POINT (-107.55145 42.999627)
MISSOURI,2020,17,,-,4,,1,,18,,,-,4,,3,,1,,MISSOURI,,20201724,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,17,5,,46,,140,,207,,,-,1,,,-,1,,,MIDDLE ATLANTIC,20201709,
CALIFORNIA,2020,17,3,,70,,351,,620,,,-,1,,,-,,-,CALIFORNIA,,20201759,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,17,,-,2,,6,,1,,,-,0,,,-,,-,WEST VIRGINIA,,20201737,POINT (-80.613729 38.642579)
FLORIDA,2020,17,,-,17,,113,,189,,,-,0,,,-,,-,FLORIDA,,20201731,POINT (-82.420978 28.260731)
MONTANA,2020,17,,-,1,,,-,,-,,-,1,,1,,,-,MONTANA,,20201752,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,17,1,,33,,49,,75,,,-,11,,4,,5,,,WEST NORTH CENTRAL,20201720,
MASSACHUSETTS,2020,17,,-,8,,38,,58,,,-,2,,,-,,-,MASSACHUSETTS,,20201705,POINT (-71.481104 42.151077)
MOUNTAIN,2020,17,,-,12,,48,,111,,,-,2,,2,,2,,,MOUNTAIN,20201748,
INDIANA,2020,17,2,,10,,32,,31,,,-,0,,,-,,-,INDIANA,,20201716,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,17,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201769,
US TERRITORIES,2020,17,,-,8,,33,,52,,,-,0,,,-,,-,,US TERRITORIES,20201763,
NEW YORK CITY,2020,19,,-,1,,,-,4,,,-,0,,,-,,-,,NEW YORK CITY,20201912,
ARKANSAS,2020,19,,-,3,,10,,35,,,-,9,,3,,11,,ARKANSAS,,20201944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,19,,-,6,,10,,24,,,-,1,,,-,,-,MISSISSIPPI,,20201941,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,19,,-,2,,9,,6,,,-,3,,,-,1,,SOUTH DAKOTA,,20201927,POINT (-100.230491 44.43614)
WYOMING,2020,19,,-,0,,,-,1,,,-,1,,,-,,-,WYOMING,,20201956,POINT (-107.55145 42.999627)
MISSOURI,2020,19,,-,4,,1,,21,,,-,4,,5,,1,,MISSOURI,,20201924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,19,10,,46,,161,,228,,,-,1,,,-,1,,,MIDDLE ATLANTIC,20201909,
CALIFORNIA,2020,19,6,,72,,407,,684,,,-,1,,,-,1,,CALIFORNIA,,20201959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,19,1,,2,,8,,1,,,-,0,,,-,,-,WEST VIRGINIA,,20201937,POINT (-80.613729 38.642579)
FLORIDA,2020,19,2,,17,,128,,217,,,-,0,,,-,,-,FLORIDA,,20201931,POINT (-82.420978 28.260731)
MONTANA,2020,19,,-,1,,,-,,-,,-,1,,1,,,-,MONTANA,,20201952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,19,5,,33,,59,,93,,,-,11,,7,,7,,,WEST NORTH CENTRAL,20201920,
MASSACHUSETTS,2020,19,1,,8,,40,,66,,,-,2,,,-,,-,MASSACHUSETTS,,20201905,POINT (-71.481104 42.151077)
MOUNTAIN,2020,19,2,,12,,56,,128,,,-,2,,2,,3,,,MOUNTAIN,20201948,
INDIANA,2020,19,,-,10,,34,,41,,,-,0,,,-,,-,INDIANA,,20201916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,19,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201969,
US TERRITORIES,2020,19,,-,8,,36,,55,,,-,0,,,-,,-,,US TERRITORIES,20201963,
EAST SOUTH CENTRAL,2020,30,4,,15,,167,,192,,,-,3,,1,,12,,,EAST SOUTH CENTRAL,20203038,
NORTH DAKOTA,2020,30,,-,1,,5,,11,,,-,2,,2,,4,,NORTH DAKOTA,,20203026,POINT (-100.46931 47.446305)
NEVADA,2020,30,,-,5,,30,,25,,,-,0,,,-,,-,NEVADA,,20203053,POINT (-114.916992 39.283294)
ILLINOIS,2020,30,,-,54,,95,,173,,,-,1,,1,,,-,ILLINOIS,,20203015,POINT (-89.148632 40.124144)
IOWA,2020,30,,-,4,,,-,23,,,-,1,,,-,1,,IOWA,,20203021,POINT (-93.500061 42.074659)
TEXAS,2020,30,,-,33,,345,,663,,,-,0,,,-,,-,TEXAS,,20203047,POINT (-99.317341 31.447238)
ALASKA,2020,30,,-,6,,38,,31,,,-,0,,,-,,-,ALASKA,,20203058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,30,,-,3,,9,,15,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20203030,POINT (-77.016275 38.904785)
WASHINGTON,2020,30,,-,10,,81,,132,,,-,1,,,-,3,,WASHINGTON,,20203062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,30,1,,9,,112,,177,,,-,1,,2,,4,,,NEW ENGLAND,20203002,
RHODE ISLAND,2020,30,,-,2,,7,,9,,,-,0,,,-,,-,RHODE ISLAND,,20203007,POINT (-71.534637 41.572574)
OREGON,2020,30,1,,5,,34,,36,,,-,1,,,-,2,,OREGON,,20203061,POINT (-120.605279 43.940449)
DELAWARE,2020,30,,-,4,,5,,10,,,-,0,,,-,,-,DELAWARE,,20203029,POINT (-75.452394 38.994926)
ALABAMA,2020,30,2,,6,,35,,47,,,-,1,,,-,3,,ALABAMA,,20203039,POINT (-86.844516 32.756889)
KANSAS,2020,30,,-,8,,,-,20,,,-,1,,3,,7,,KANSAS,,20203022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,30,3,,29,,87,,62,,,-,1,,,-,1,,NORTH CAROLINA,,20203034,POINT (-79.130883 35.52603)
GUAM,2020,30,,-,6,,36,,33,,,-,0,,,-,,-,GUAM,,20203066,POINT (144.653198 13.3532)
NEW JERSEY,2020,30,2,,38,,74,,176,,,-,1,,,-,1,,NEW JERSEY,,20203010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,30,,-,4,,13,,20,,,-,0,,,-,2,,NEW MEXICO,,20203054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,30,1,,62,,229,,387,,,-,1,,2,,2,,,EAST NORTH CENTRAL,20203014,
TENNESSEE,2020,30,1,,6,,69,,62,,,-,2,,,-,3,,TENNESSEE,,20203042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,30,,-,4,,31,,38,,,-,0,,,-,,-,CONNECTICUT,,20203003,POINT (-72.738288 41.575155)
MARYLAND,2020,30,3,,15,,64,,102,,,-,1,,,-,1,,MARYLAND,,20203033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,30,,-,11,,22,,32,,,-,0,,,-,,-,SOUTH CAROLINA,,20203035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,30,1,,4,,33,,38,,,-,5,,1,,11,,OKLAHOMA,,20203046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,30,,-,3,,12,,33,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203065,POINT (145.725693 15.1834)
OHIO,2020,30,,-,19,,60,,55,,,-,0,,,-,,-,OHIO,,20203018,POINT (-82.70936 40.415534)
MINNESOTA,2020,30,,-,27,,55,,65,,,-,0,,,-,1,,MINNESOTA,,20203023,POINT (-94.198308 46.349153)
LOUISIANA,2020,30,1,,7,,56,,45,,,-,0,,,-,,-,LOUISIANA,,20203045,POINT (-91.840238 30.921314)
HAWAII,2020,30,,-,5,,48,,60,,,-,0,,,-,,-,HAWAII,,20203060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,30,10,,90,,604,,780,,,-,1,,1,,4,,,SOUTH ATLANTIC,20203028,
PENNSYLVANIA,2020,30,5,,9,,77,,107,,,-,1,,,-,1,,PENNSYLVANIA,,20203013,POINT (-77.838886 40.896694)
UTAH,2020,30,,-,3,,14,,15,,,-,0,,,-,,-,UTAH,,20203055,POINT (-111.678222 39.323779)
COLORADO,2020,30,,-,6,,21,,31,,,-,1,,,-,5,,COLORADO,,20203050,POINT (-105.547832 38.998552)
VERMONT,2020,30,,-,1,,,-,3,,,-,0,,,-,,-,VERMONT,,20203008,POINT (-72.662695 44.075252)
KENTUCKY,2020,30,1,,7,,37,,42,,,-,2,,1,,5,,KENTUCKY,,20203040,POINT (-85.290484 37.526683)
PUERTO RICO,2020,30,,-,4,,14,,18,,,-,0,,,-,,-,PUERTO RICO,,20203067,POINT (-66.414655 18.215692)
MAINE,2020,30,,-,3,,11,,13,,,-,1,,,-,,-,MAINE,,20203004,POINT (-69.06137 45.117911)
VIRGINIA,2020,30,3,,28,,74,,68,,,-,1,,1,,2,,VIRGINIA,,20203036,POINT (-78.666382 37.510861)
ARIZONA,2020,30,,-,6,,,-,104,,,-,1,,1,,1,,ARIZONA,,20203049,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,30,,-,0,,,-,1,,,-,0,,,-,,-,,AMERICAN SAMOA,20203064,
WISCONSIN,2020,30,,-,4,,19,,25,,,-,1,,,-,2,,WISCONSIN,,20203019,POINT (-89.732969 44.639954)
IDAHO,2020,30,,-,2,,8,,4,,,-,0,,,-,,-,IDAHO,,20203051,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,30,,-,1,,2,,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203068,POINT (-64.840836 18.060868)
MICHIGAN,2020,30,,-,6,,,-,71,,,-,1,,,-,,-,MICHIGAN,,20203017,POINT (-85.730977 44.874798)
GEORGIA,2020,30,,-,26,,117,,144,,,-,1,,,-,,-,GEORGIA,,20203032,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,30,1,,1,,4,,4,,,-,0,,,-,,-,,NEW YORK CITY,20203012,
ARKANSAS,2020,30,,-,4,,37,,44,,,-,5,,7,,44,,ARKANSAS,,20203044,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,30,,-,4,,26,,41,,,-,0,,,-,1,,MISSISSIPPI,,20203041,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,30,,-,2,,11,,7,,,-,2,,,-,14,,SOUTH DAKOTA,,20203027,POINT (-100.230491 44.43614)
WYOMING,2020,30,,-,0,,,-,1,,,-,1,,1,,,-,WYOMING,,20203056,POINT (-107.55145 42.999627)
MISSOURI,2020,30,,-,4,,33,,31,,,-,2,,13,,14,,MISSOURI,,20203024,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,30,11,,45,,241,,379,,,-,1,,,-,2,,,MIDDLE ATLANTIC,20203009,
CALIFORNIA,2020,30,5,,72,,713,,1141,,,-,1,,,-,3,,CALIFORNIA,,20203059,POINT (-119.662127 37.211164)
TOTAL,2020,20,39,,294,,2033,,3114,,,-,22,,15,,41,,,TOTAL,20202070,
US RESIDENTS,2020,20,39,,291,,1996,,3058,,,-,22,,15,,41,,,US RESIDENTS,20202001,
NEW HAMPSHIRE,2020,20,,-,2,,,-,4,,,-,1,,,-,,-,NEW HAMPSHIRE,,20202006,POINT (-71.57139 43.680429)
NEW YORK,2020,20,,-,16,,60,,62,,,-,1,,,-,,-,NEW YORK,,20202011,POINT (-75.59655 42.921241)
PACIFIC,2020,20,6,,79,,540,,892,,,-,1,,,-,3,,,PACIFIC,20202057,
WEST SOUTH CENTRAL,2020,20,2,,41,,292,,508,,,-,12,,4,,18,,,WEST SOUTH CENTRAL,20202043,
NEBRASKA,2020,20,,-,2,,3,,4,,,-,3,,1,,4,,NEBRASKA,,20202025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,20,4,,14,,98,,110,,,-,3,,,-,4,,,EAST SOUTH CENTRAL,20202038,
NORTH DAKOTA,2020,20,,-,3,,5,,7,,,-,2,,,-,1,,NORTH DAKOTA,,20202026,POINT (-100.46931 47.446305)
NEVADA,2020,20,,-,5,,20,,18,,,-,0,,,-,,-,NEVADA,,20202053,POINT (-114.916992 39.283294)
ILLINOIS,2020,20,,-,54,,55,,111,,,-,1,,1,,,-,ILLINOIS,,20202015,POINT (-89.148632 40.124144)
IOWA,2020,20,,-,4,,,-,11,,,-,1,,,-,,-,IOWA,,20202021,POINT (-93.500061 42.074659)
WEST VIRGINIA,2020,30,,-,1,,8,,5,,,-,0,,,-,,-,WEST VIRGINIA,,20203037,POINT (-80.613729 38.642579)
PACIFIC,2020,24,3,,79,,670,,1094,,,-,1,,,-,5,,,PACIFIC,20202457,
TEXAS,2020,20,,-,34,,220,,426,,,-,0,,,-,,-,TEXAS,,20202047,POINT (-99.317341 31.447238)
ALASKA,2020,20,,-,6,,8,,21,,,-,0,,,-,,-,ALASKA,,20202058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,20,,-,3,,9,,10,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20202030,POINT (-77.016275 38.904785)
WASHINGTON,2020,20,,-,10,,41,,90,,,-,1,,,-,,-,WASHINGTON,,20202062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,20,3,,9,,72,,113,,,-,2,,,-,,-,,NEW ENGLAND,20202002,
RHODE ISLAND,2020,20,1,,2,,5,,5,,,-,0,,,-,,-,RHODE ISLAND,,20202007,POINT (-71.534637 41.572574)
OREGON,2020,20,1,,5,,21,,19,,,-,1,,,-,2,,OREGON,,20202061,POINT (-120.605279 43.940449)
DELAWARE,2020,20,,-,4,,2,,8,,,-,0,,,-,,-,DELAWARE,,20202029,POINT (-75.452394 38.994926)
ALABAMA,2020,20,4,,8,,24,,22,,,-,1,,,-,1,,ALABAMA,,20202039,POINT (-86.844516 32.756889)
KANSAS,2020,20,,-,8,,,-,8,,,-,3,,1,,2,,KANSAS,,20202022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,20,7,,29,,63,,31,,,-,1,,,-,,-,NORTH CAROLINA,,20202034,POINT (-79.130883 35.52603)
GUAM,2020,20,,-,6,,23,,26,,,-,0,,,-,,-,GUAM,,20202066,POINT (144.653198 13.3532)
NEW JERSEY,2020,20,2,,39,,49,,114,,,-,1,,,-,,-,NEW JERSEY,,20202010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,20,,-,4,,8,,11,,,-,0,,,-,2,,NEW MEXICO,,20202054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,20,,-,62,,159,,254,,,-,1,,1,,,-,,EAST NORTH CENTRAL,20202014,
TENNESSEE,2020,20,,-,6,,45,,40,,,-,2,,,-,1,,TENNESSEE,,20202042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,20,,-,4,,20,,24,,,-,0,,,-,,-,CONNECTICUT,,20202003,POINT (-72.738288 41.575155)
MARYLAND,2020,20,,-,15,,40,,53,,,-,1,,,-,,-,MARYLAND,,20202033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,20,3,,11,,13,,28,,,-,0,,,-,,-,SOUTH CAROLINA,,20202035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,20,,-,4,,16,,25,,,-,5,,1,,3,,OKLAHOMA,,20202046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,20,,-,3,,8,,20,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20202065,POINT (145.725693 15.1834)
OHIO,2020,20,,-,19,,26,,36,,,-,0,,,-,,-,OHIO,,20202018,POINT (-82.70936 40.415534)
MINNESOTA,2020,20,3,,27,,44,,44,,,-,1,,,-,,-,MINNESOTA,,20202023,POINT (-94.198308 46.349153)
LOUISIANA,2020,20,2,,7,,41,,21,,,-,0,,,-,,-,LOUISIANA,,20202045,POINT (-91.840238 30.921314)
