ReportingArea,MMWRYear,MMWRWeek,TuberculosisCurrentWeek,"Tuberculosis, Current week, flag","Tuberculosis, Previous 52 weeks Max†","Tuberculosis, Previous 52 weeks Max†, flag",TuberculosisCum2021,"Tuberculosis, Cum 2021†, flag","Tuberculosis, Cum 2020†","Tuberculosis, Cum 2020†, flag","Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2021†","Tularemia, Cum 2021†, flag","Tularemia, Cum 2020†","Tularemia, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
US RESIDENTS,2021,16,37,,296,,1298,,2183,,,-,8,,3,,14,,,US RESIDENTS,20211601,
NEW HAMPSHIRE,2021,16,,-,3,,3,,6,,,-,1,,,-,,-,NEW HAMPSHIRE,,20211606,POINT (-71.57139 43.680429)
NEW YORK,2021,16,3,,12,,36,,50,,,-,1,,,-,,-,NEW YORK,,20211611,POINT (-75.59655 42.921241)
PACIFIC,2021,16,7,,69,,372,,657,,,-,3,,,-,1,,,PACIFIC,20211657,
WEST SOUTH CENTRAL,2021,16,1,,30,,215,,373,,,-,3,,1,,4,,,WEST SOUTH CENTRAL,20211643,
NEBRASKA,2021,16,,-,4,,,-,10,,,-,1,,,-,,-,NEBRASKA,,20211625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,16,4,,16,,61,,86,,,-,1,,1,,,-,,EAST SOUTH CENTRAL,20211638,
NORTH DAKOTA,2021,16,,-,3,,3,,5,,,-,2,,,-,,-,NORTH DAKOTA,,20211626,POINT (-100.46931 47.446305)
NEVADA,2021,16,1,,4,,22,,14,,,-,0,,,-,,-,NEVADA,,20211653,POINT (-114.916992 39.283294)
ILLINOIS,2021,16,,-,35,,50,,50,,,-,1,,,-,1,,ILLINOIS,,20211615,POINT (-89.148632 40.124144)
NEW HAMPSHIRE,2021,30,,-,3,,5,,7,,,-,1,,,-,,-,NEW HAMPSHIRE,,20213006,POINT (-71.57139 43.680429)
NEW YORK,2021,30,3,,12,,77,,89,,,-,1,,,-,,-,NEW YORK,,20213011,POINT (-75.59655 42.921241)
PACIFIC,2021,30,7,,68,,915,,1181,,,-,1,,1,,6,,,PACIFIC,20213057,
IOWA,2021,16,,-,3,,,-,13,,,-,1,,,-,,-,IOWA,,20211621,POINT (-93.500061 42.074659)
TEXAS,2021,16,,-,25,,168,,297,,,-,0,,,-,,-,TEXAS,,20211647,POINT (-99.317341 31.447238)
ALASKA,2021,16,,-,4,,16,,25,,,-,0,,,-,,-,ALASKA,,20211658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,16,,-,2,,1,,9,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211630,POINT (-77.016275 38.904785)
WASHINGTON,2021,16,,-,9,,59,,57,,,-,2,,,-,,-,WASHINGTON,,20211662,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,16,3,,8,,52,,90,,,-,1,,,-,,-,,NEW ENGLAND,20211602,
RHODE ISLAND,2021,16,,-,2,,3,,4,,,-,0,,,-,,-,RHODE ISLAND,,20211607,POINT (-71.534637 41.572574)
OREGON,2021,16,,-,4,,17,,23,,,-,1,,,-,,-,OREGON,,20211661,POINT (-120.605279 43.940449)
DELAWARE,2021,16,,-,2,,2,,6,,,-,1,,,-,,-,DELAWARE,,20211629,POINT (-75.452394 38.994926)
ALABAMA,2021,16,,-,6,,17,,20,,,-,1,,,-,,-,ALABAMA,,20211639,POINT (-86.844516 32.756889)
KANSAS,2021,16,,-,6,,9,,6,,,-,1,,,-,2,,KANSAS,,20211622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,16,1,,21,,14,,35,,,-,1,,,-,,-,NORTH CAROLINA,,20211634,POINT (-79.130883 35.52603)
GUAM,2021,16,,-,3,,19,,23,,,-,0,,,-,,-,GUAM,,20211666,POINT (144.653198 13.3532)
NEW JERSEY,2021,16,5,,85,,39,,39,,,-,1,,,-,,-,NEW JERSEY,,20211610,POINT (-74.655514 40.110253)
NEW MEXICO,2021,16,,-,3,,8,,7,,,-,1,,,-,,-,NEW MEXICO,,20211654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,16,2,,41,,126,,146,,,-,2,,,-,1,,,EAST NORTH CENTRAL,20211614,
TENNESSEE,2021,16,3,,7,,27,,41,,,-,1,,,-,,-,TENNESSEE,,20211642,POINT (-86.343226 35.842998)
CONNECTICUT,2021,16,,-,4,,10,,23,,,-,0,,,-,,-,CONNECTICUT,,20211603,POINT (-72.738288 41.575155)
MARYLAND,2021,16,,-,9,,29,,43,,,-,0,,,-,,-,MARYLAND,,20211633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,16,,-,8,,16,,6,,,-,0,,,-,,-,SOUTH CAROLINA,,20211635,POINT (-80.864614 33.878572)
OKLAHOMA,2021,16,,-,5,,6,,17,,,-,1,,1,,1,,OKLAHOMA,,20211646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,16,,-,4,,,-,7,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211665,POINT (145.725693 15.1834)
OHIO,2021,16,,-,35,,43,,26,,,-,0,,,-,,-,OHIO,,20211618,POINT (-82.70936 40.415534)
MINNESOTA,2021,16,,-,17,,14,,30,,,-,0,,,-,,-,MINNESOTA,,20211623,POINT (-94.198308 46.349153)
LOUISIANA,2021,16,1,,7,,23,,33,,,-,1,,,-,,-,LOUISIANA,,20211645,POINT (-91.840238 30.921314)
HAWAII,2021,16,3,,5,,34,,27,,,-,0,,,-,,-,HAWAII,,20211660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,16,4,,50,,118,,364,,,-,1,,,-,1,,,SOUTH ATLANTIC,20211628,
PENNSYLVANIA,2021,16,2,,10,,46,,43,,,-,0,,,-,,-,PENNSYLVANIA,,20211613,POINT (-77.838886 40.896694)
UTAH,2021,16,,-,4,,2,,11,,,-,0,,,-,,-,UTAH,,20211655,POINT (-111.678222 39.323779)
COLORADO,2021,16,,-,7,,17,,15,,,-,1,,,-,,-,COLORADO,,20211650,POINT (-105.547832 38.998552)
VERMONT,2021,16,,-,1,,,-,1,,,-,0,,,-,,-,VERMONT,,20211608,POINT (-72.662695 44.075252)
KENTUCKY,2021,16,1,,8,,16,,15,,,-,1,,1,,,-,KENTUCKY,,20211640,POINT (-85.290484 37.526683)
PUERTO RICO,2021,16,,-,4,,3,,6,,,-,0,,,-,,-,PUERTO RICO,,20211667,POINT (-66.414655 18.215692)
MAINE,2021,16,1,,2,,4,,5,,,-,0,,,-,,-,MAINE,,20211604,POINT (-69.06137 45.117911)
VIRGINIA,2021,16,2,,16,,26,,38,,,-,1,,,-,1,,VIRGINIA,,20211636,POINT (-78.666382 37.510861)
ARIZONA,2021,16,,-,8,,20,,58,,,-,0,,,-,1,,ARIZONA,,20211649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,16,,-,1,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20211664,
WISCONSIN,2021,16,,-,3,,13,,13,,,-,1,,,-,,-,WISCONSIN,,20211619,POINT (-89.732969 44.639954)
IDAHO,2021,16,,-,1,,,-,6,,,-,1,,,-,,-,IDAHO,,20211651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,16,,-,1,,,-,1,,,-,0,,,-,,-,VIRGIN ISLANDS,,20211668,POINT (-64.840836 18.060868)
MICHIGAN,2021,16,,-,9,,,-,28,,,-,1,,,-,,-,MICHIGAN,,20211617,POINT (-85.730977 44.874798)
GEORGIA,2021,16,,-,12,,29,,85,,,-,0,,,-,,-,GEORGIA,,20211632,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,16,5,,16,,126,,133,,,-,0,,,-,,-,,NEW YORK CITY,20211612,
ARKANSAS,2021,16,,-,3,,18,,26,,,-,3,,,-,3,,ARKANSAS,,20211644,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,16,,-,3,,1,,10,,,-,0,,,-,,-,MISSISSIPPI,,20211641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,16,,-,1,,,-,9,,,-,0,,,-,,-,SOUTH DAKOTA,,20211627,POINT (-100.230491 44.43614)
WYOMING,2021,16,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20211656,POINT (-107.55145 42.999627)
MISSOURI,2021,16,,-,6,,12,,18,,,-,2,,1,,3,,MISSOURI,,20211624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,16,15,,101,,247,,265,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20211609,
CALIFORNIA,2021,16,4,,61,,246,,525,,,-,0,,,-,1,,CALIFORNIA,,20211659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,16,1,,2,,1,,6,,,-,0,,,-,,-,WEST VIRGINIA,,20211637,POINT (-80.613729 38.642579)
FLORIDA,2021,16,,-,14,,,-,136,,,-,0,,,-,,-,FLORIDA,,20211631,POINT (-82.420978 28.260731)
MONTANA,2021,16,,-,3,,,-,,-,,-,0,,,-,1,,MONTANA,,20211652,POINT (-109.645127 47.033521)
TOTAL,2021,5,25,,286,,260,,683,,,-,6,,,-,2,,,TOTAL,20210570,
US RESIDENTS,2021,4,21,,259,,193,,511,,,-,6,,,-,1,,,US RESIDENTS,20210401,
NEW HAMPSHIRE,2021,4,,-,3,,,-,2,,,-,1,,,-,,-,NEW HAMPSHIRE,,20210406,POINT (-71.57139 43.680429)
NEW YORK,2021,4,,-,12,,9,,18,,,-,1,,,-,,-,NEW YORK,,20210411,POINT (-75.59655 42.921241)
PACIFIC,2021,4,2,,68,,38,,176,,,-,3,,,-,,-,,PACIFIC,20210457,
WEST SOUTH CENTRAL,2021,4,2,,32,,29,,93,,,-,2,,,-,1,,,WEST SOUTH CENTRAL,20210443,
NEBRASKA,2021,4,,-,3,,,-,2,,,-,1,,,-,,-,NEBRASKA,,20210425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,4,3,,16,,13,,18,,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20210438,
NORTH DAKOTA,2021,4,,-,3,,,-,1,,,-,2,,,-,,-,NORTH DAKOTA,,20210426,POINT (-100.46931 47.446305)
NEVADA,2021,4,,-,3,,3,,1,,,-,0,,,-,,-,NEVADA,,20210453,POINT (-114.916992 39.283294)
ILLINOIS,2021,4,,-,35,,,-,7,,,-,1,,,-,,-,ILLINOIS,,20210415,POINT (-89.148632 40.124144)
IOWA,2021,4,,-,3,,,-,2,,,-,1,,,-,,-,IOWA,,20210421,POINT (-93.500061 42.074659)
TEXAS,2021,4,1,,30,,24,,77,,,-,0,,,-,,-,TEXAS,,20210447,POINT (-99.317341 31.447238)
ALASKA,2021,4,,-,4,,,-,4,,,-,0,,,-,,-,ALASKA,,20210458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,4,,-,3,,,-,3,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20210430,POINT (-77.016275 38.904785)
WASHINGTON,2021,4,,-,8,,12,,15,,,-,2,,,-,,-,WASHINGTON,,20210462,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,4,1,,9,,10,,22,,,-,1,,,-,,-,,NEW ENGLAND,20210402,
RHODE ISLAND,2021,4,,-,2,,,-,2,,,-,0,,,-,,-,RHODE ISLAND,,20210407,POINT (-71.534637 41.572574)
OREGON,2021,4,,-,4,,5,,4,,,-,1,,,-,,-,OREGON,,20210461,POINT (-120.605279 43.940449)
DELAWARE,2021,4,,-,2,,,-,1,,,-,1,,,-,,-,DELAWARE,,20210429,POINT (-75.452394 38.994926)
ALABAMA,2021,4,,-,6,,2,,6,,,-,1,,,-,,-,ALABAMA,,20210439,POINT (-86.844516 32.756889)
KANSAS,2021,4,,-,0,,,-,,-,,-,1,,,-,,-,KANSAS,,20210422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,4,,-,20,,,-,,-,,-,1,,,-,,-,NORTH CAROLINA,,20210434,POINT (-79.130883 35.52603)
GUAM,2021,4,,-,5,,3,,4,,,-,0,,,-,,-,GUAM,,20210466,POINT (144.653198 13.3532)
NEW JERSEY,2021,4,,-,77,,,-,,-,,-,1,,,-,,-,NEW JERSEY,,20210410,POINT (-74.655514 40.110253)
NEW MEXICO,2021,4,,-,3,,,-,1,,,-,1,,,-,,-,NEW MEXICO,,20210454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,4,,-,41,,42,,36,,,-,2,,,-,,-,,EAST NORTH CENTRAL,20210414,
TENNESSEE,2021,4,2,,6,,9,,4,,,-,1,,,-,,-,TENNESSEE,,20210442,POINT (-86.343226 35.842998)
CONNECTICUT,2021,4,,-,5,,4,,6,,,-,0,,,-,,-,CONNECTICUT,,20210403,POINT (-72.738288 41.575155)
MARYLAND,2021,4,,-,8,,,-,8,,,-,0,,,-,,-,MARYLAND,,20210433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,4,,-,8,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20210435,POINT (-80.864614 33.878572)
OKLAHOMA,2021,4,,-,5,,2,,8,,,-,1,,,-,,-,OKLAHOMA,,20210446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,4,,-,3,,,-,3,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20210465,POINT (145.725693 15.1834)
OHIO,2021,4,,-,34,,35,,19,,,-,0,,,-,,-,OHIO,,20210418,POINT (-82.70936 40.415534)
MINNESOTA,2021,4,,-,17,,,-,5,,,-,0,,,-,,-,MINNESOTA,,20210423,POINT (-94.198308 46.349153)
LOUISIANA,2021,4,1,,7,,2,,4,,,-,0,,,-,,-,LOUISIANA,,20210445,POINT (-91.840238 30.921314)
HAWAII,2021,4,,-,5,,,-,10,,,-,0,,,-,,-,HAWAII,,20210460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,4,1,,45,,2,,87,,,-,1,,,-,,-,,SOUTH ATLANTIC,20210428,
PENNSYLVANIA,2021,4,,-,10,,,-,9,,,-,0,,,-,,-,PENNSYLVANIA,,20210413,POINT (-77.838886 40.896694)
UTAH,2021,4,1,,4,,1,,,-,,-,0,,,-,,-,UTAH,,20210455,POINT (-111.678222 39.323779)
COLORADO,2021,4,,-,7,,,-,6,,,-,1,,,-,,-,COLORADO,,20210450,POINT (-105.547832 38.998552)
VERMONT,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,VERMONT,,20210408,POINT (-72.662695 44.075252)
KENTUCKY,2021,4,1,,8,,2,,4,,,-,1,,,-,,-,KENTUCKY,,20210440,POINT (-85.290484 37.526683)
PUERTO RICO,2021,4,,-,4,,,-,1,,,-,0,,,-,,-,PUERTO RICO,,20210467,POINT (-66.414655 18.215692)
MAINE,2021,4,,-,3,,1,,,-,,-,0,,,-,,-,MAINE,,20210404,POINT (-69.06137 45.117911)
VIRGINIA,2021,4,1,,16,,1,,5,,,-,1,,,-,,-,VIRGINIA,,20210436,POINT (-78.666382 37.510861)
ARIZONA,2021,4,,-,0,,,-,,-,,-,1,,,-,,-,ARIZONA,,20210449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20210464,
WISCONSIN,2021,4,,-,3,,3,,6,,,-,1,,,-,,-,WISCONSIN,,20210419,POINT (-89.732969 44.639954)
IDAHO,2021,4,,-,2,,,-,,-,,-,0,,,-,,-,IDAHO,,20210451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,4,,-,1,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210468,POINT (-64.840836 18.060868)
MICHIGAN,2021,4,,-,0,,,-,,-,,-,1,,,-,,-,MICHIGAN,,20210417,POINT (-85.730977 44.874798)
GEORGIA,2021,4,,-,11,,,-,42,,,-,0,,,-,,-,GEORGIA,,20210432,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,4,10,,18,,39,,30,,,-,0,,,-,,-,,NEW YORK CITY,20210412,
ARKANSAS,2021,4,,-,4,,1,,4,,,-,2,,,-,1,,ARKANSAS,,20210444,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,4,,-,3,,,-,4,,,-,0,,,-,,-,MISSISSIPPI,,20210441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,4,,-,2,,,-,2,,,-,0,,,-,,-,SOUTH DAKOTA,,20210427,POINT (-100.230491 44.43614)
WYOMING,2021,4,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20210456,POINT (-107.55145 42.999627)
MISSOURI,2021,4,1,,4,,7,,2,,,-,2,,,-,,-,MISSOURI,,20210424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,4,10,,93,,48,,57,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20210409,
CALIFORNIA,2021,4,2,,61,,21,,143,,,-,1,,,-,,-,CALIFORNIA,,20210459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,4,,-,2,,,-,1,,,-,0,,,-,,-,WEST VIRGINIA,,20210437,POINT (-80.613729 38.642579)
FLORIDA,2021,4,,-,14,,1,,27,,,-,0,,,-,,-,FLORIDA,,20210431,POINT (-82.420978 28.260731)
MONTANA,2021,4,,-,2,,,-,,-,,-,1,,,-,,-,MONTANA,,20210452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,4,1,,18,,7,,14,,,-,3,,,-,,-,,WEST NORTH CENTRAL,20210420,
MASSACHUSETTS,2021,4,1,,7,,5,,12,,,-,1,,,-,,-,MASSACHUSETTS,,20210405,POINT (-71.481104 42.151077)
MOUNTAIN,2021,4,1,,9,,4,,8,,,-,1,,,-,,-,,MOUNTAIN,20210448,
INDIANA,2021,4,,-,5,,4,,4,,,-,1,,,-,,-,INDIANA,,20210416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20210469,
US TERRITORIES,2021,4,,-,5,,3,,8,,,-,0,,,-,,-,,US TERRITORIES,20210463,
WEST NORTH CENTRAL,2021,16,,-,24,,38,,91,,,-,3,,1,,5,,,WEST NORTH CENTRAL,20211620,
TOTAL,2021,6,28,,300,,309,,831,,,-,7,,,-,3,,,TOTAL,20210670,
NEW HAMPSHIRE,2021,5,,-,3,,,-,3,,,-,1,,,-,,-,NEW HAMPSHIRE,,20210506,POINT (-71.57139 43.680429)
NEW YORK,2021,5,,-,12,,9,,22,,,-,1,,,-,,-,NEW YORK,,20210511,POINT (-75.59655 42.921241)
PACIFIC,2021,5,8,,68,,70,,202,,,-,3,,,-,,-,,PACIFIC,20210557,
WEST SOUTH CENTRAL,2021,5,7,,31,,43,,112,,,-,2,,,-,2,,,WEST SOUTH CENTRAL,20210543,
NEBRASKA,2021,5,,-,3,,,-,3,,,-,1,,,-,,-,NEBRASKA,,20210525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,5,1,,16,,14,,22,,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20210538,
NORTH DAKOTA,2021,5,,-,3,,,-,1,,,-,2,,,-,,-,NORTH DAKOTA,,20210526,POINT (-100.46931 47.446305)
NEVADA,2021,5,,-,3,,3,,3,,,-,0,,,-,,-,NEVADA,,20210553,POINT (-114.916992 39.283294)
ILLINOIS,2021,5,,-,35,,,-,20,,,-,1,,,-,,-,ILLINOIS,,20210515,POINT (-89.148632 40.124144)
IOWA,2021,5,,-,3,,,-,2,,,-,1,,,-,,-,IOWA,,20210521,POINT (-93.500061 42.074659)
TEXAS,2021,5,3,,29,,34,,93,,,-,0,,,-,,-,TEXAS,,20210547,POINT (-99.317341 31.447238)
ALASKA,2021,5,,-,4,,,-,4,,,-,0,,,-,,-,ALASKA,,20210558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,5,,-,3,,,-,3,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20210530,POINT (-77.016275 38.904785)
WASHINGTON,2021,5,,-,8,,20,,19,,,-,2,,,-,,-,WASHINGTON,,20210562,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,5,1,,9,,13,,30,,,-,1,,,-,,-,,NEW ENGLAND,20210502,
RHODE ISLAND,2021,5,,-,2,,,-,2,,,-,0,,,-,,-,RHODE ISLAND,,20210507,POINT (-71.534637 41.572574)
OREGON,2021,5,3,,4,,8,,4,,,-,1,,,-,,-,OREGON,,20210561,POINT (-120.605279 43.940449)
DELAWARE,2021,5,1,,2,,1,,2,,,-,1,,,-,,-,DELAWARE,,20210529,POINT (-75.452394 38.994926)
ALABAMA,2021,5,1,,6,,3,,6,,,-,1,,,-,,-,ALABAMA,,20210539,POINT (-86.844516 32.756889)
KANSAS,2021,5,,-,5,,,-,2,,,-,1,,,-,,-,KANSAS,,20210522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,5,,-,20,,,-,3,,,-,1,,,-,,-,NORTH CAROLINA,,20210534,POINT (-79.130883 35.52603)
GUAM,2021,5,1,,5,,4,,7,,,-,0,,,-,,-,GUAM,,20210566,POINT (144.653198 13.3532)
NEW JERSEY,2021,5,2,,78,,2,,1,,,-,1,,,-,,-,NEW JERSEY,,20210510,POINT (-74.655514 40.110253)
NEW MEXICO,2021,5,,-,3,,,-,1,,,-,1,,,-,,-,NEW MEXICO,,20210554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,5,,-,41,,47,,61,,,-,2,,,-,,-,,EAST NORTH CENTRAL,20210514,
TENNESSEE,2021,5,,-,6,,9,,7,,,-,1,,,-,,-,TENNESSEE,,20210542,POINT (-86.343226 35.842998)
CONNECTICUT,2021,5,,-,5,,4,,9,,,-,0,,,-,,-,CONNECTICUT,,20210503,POINT (-72.738288 41.575155)
MARYLAND,2021,5,,-,8,,,-,10,,,-,0,,,-,,-,MARYLAND,,20210533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,5,,-,8,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20210535,POINT (-80.864614 33.878572)
OKLAHOMA,2021,5,2,,5,,3,,9,,,-,1,,,-,,-,OKLAHOMA,,20210546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,5,,-,4,,,-,4,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20210565,POINT (145.725693 15.1834)
OHIO,2021,5,,-,35,,38,,20,,,-,0,,,-,,-,OHIO,,20210518,POINT (-82.70936 40.415534)
MINNESOTA,2021,5,,-,17,,,-,5,,,-,0,,,-,,-,MINNESOTA,,20210523,POINT (-94.198308 46.349153)
LOUISIANA,2021,5,,-,7,,2,,4,,,-,0,,,-,,-,LOUISIANA,,20210545,POINT (-91.840238 30.921314)
HAWAII,2021,5,3,,5,,8,,12,,,-,0,,,-,,-,HAWAII,,20210560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,5,2,,49,,4,,112,,,-,1,,,-,,-,,SOUTH ATLANTIC,20210528,
PENNSYLVANIA,2021,5,,-,10,,,-,11,,,-,0,,,-,,-,PENNSYLVANIA,,20210513,POINT (-77.838886 40.896694)
UTAH,2021,5,1,,2,,2,,1,,,-,0,,,-,,-,UTAH,,20210555,POINT (-111.678222 39.323779)
COLORADO,2021,5,,-,7,,,-,6,,,-,1,,,-,,-,COLORADO,,20210550,POINT (-105.547832 38.998552)
VERMONT,2021,5,,-,2,,,-,,-,,-,0,,,-,,-,VERMONT,,20210508,POINT (-72.662695 44.075252)
KENTUCKY,2021,5,,-,8,,2,,5,,,-,1,,,-,,-,KENTUCKY,,20210540,POINT (-85.290484 37.526683)
PUERTO RICO,2021,5,,-,4,,,-,1,,,-,0,,,-,,-,PUERTO RICO,,20210567,POINT (-66.414655 18.215692)
MAINE,2021,5,,-,3,,1,,,-,,-,0,,,-,,-,MAINE,,20210504,POINT (-69.06137 45.117911)
VIRGINIA,2021,5,1,,16,,3,,7,,,-,1,,,-,,-,VIRGINIA,,20210536,POINT (-78.666382 37.510861)
ARIZONA,2021,5,,-,7,,1,,21,,,-,1,,,-,,-,ARIZONA,,20210549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,5,,-,1,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20210564,
WISCONSIN,2021,5,,-,3,,5,,6,,,-,1,,,-,,-,WISCONSIN,,20210519,POINT (-89.732969 44.639954)
IDAHO,2021,5,,-,2,,,-,1,,,-,0,,,-,,-,IDAHO,,20210551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,5,,-,1,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210568,POINT (-64.840836 18.060868)
MICHIGAN,2021,5,,-,4,,,-,9,,,-,1,,,-,,-,MICHIGAN,,20210517,POINT (-85.730977 44.874798)
GEORGIA,2021,5,,-,12,,,-,47,,,-,0,,,-,,-,GEORGIA,,20210532,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,5,2,,18,,41,,43,,,-,0,,,-,,-,,NEW YORK CITY,20210512,
ARKANSAS,2021,5,2,,4,,4,,6,,,-,2,,,-,2,,ARKANSAS,,20210544,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,5,,-,3,,,-,4,,,-,0,,,-,,-,MISSISSIPPI,,20210541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,5,,-,2,,,-,3,,,-,0,,,-,,-,SOUTH DAKOTA,,20210527,POINT (-100.230491 44.43614)
WYOMING,2021,5,,-,0,,,-,,-,,-,1,,,-,,-,WYOMING,,20210556,POINT (-107.55145 42.999627)
MISSOURI,2021,5,,-,4,,7,,6,,,-,2,,,-,,-,MISSOURI,,20210524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,5,4,,94,,52,,77,,,-,1,,,-,,-,,MIDDLE ATLANTIC,20210509,
CALIFORNIA,2021,5,2,,61,,34,,163,,,-,1,,,-,,-,CALIFORNIA,,20210559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,5,,-,2,,,-,2,,,-,0,,,-,,-,WEST VIRGINIA,,20210537,POINT (-80.613729 38.642579)
FLORIDA,2021,5,,-,14,,,-,38,,,-,0,,,-,,-,FLORIDA,,20210531,POINT (-82.420978 28.260731)
MONTANA,2021,5,,-,3,,,-,,-,,-,1,,,-,,-,MONTANA,,20210552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,5,,-,24,,7,,22,,,-,3,,,-,,-,,WEST NORTH CENTRAL,20210520,
MASSACHUSETTS,2021,5,1,,7,,8,,16,,,-,1,,,-,,-,MASSACHUSETTS,,20210505,POINT (-71.481104 42.151077)
MOUNTAIN,2021,5,1,,14,,6,,33,,,-,1,,,-,,-,,MOUNTAIN,20210548,
INDIANA,2021,5,,-,5,,4,,6,,,-,1,,,-,,-,INDIANA,,20210516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,5,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20210569,
US TERRITORIES,2021,5,1,,7,,4,,12,,,-,0,,,-,,-,,US TERRITORIES,20210563,
TOTAL,2021,7,26,,295,,365,,975,,,-,7,,,-,6,,,TOTAL,20210770,
US RESIDENTS,2021,6,24,,293,,301,,814,,,-,7,,,-,3,,,US RESIDENTS,20210601,
NEW HAMPSHIRE,2021,6,,-,3,,,-,3,,,-,1,,,-,,-,NEW HAMPSHIRE,,20210606,POINT (-71.57139 43.680429)
NEW YORK,2021,6,,-,12,,9,,23,,,-,1,,,-,,-,NEW YORK,,20210611,POINT (-75.59655 42.921241)
PACIFIC,2021,6,6,,68,,80,,248,,,-,3,,,-,,-,,PACIFIC,20210657,
